Entity ID,Common Name,Scientific Name,Where Listed,Species Group,FWS Lead Region,FWS Listing Status,Critical Habitat Type,Federal Register Publication,Critical Habitat Shapefile,tsn,Acres and Miles
1099,Haha,Cyanea asarifolia,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),Download,34676,3847.9 acres
621,Mahoe,Alectryon macrococcus,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,28659,45943.5 acres
381,"Moccasinshell, Coosa",Medionidus parvulus,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80265,357.3 miles
2517,No common name,Stenogyne kealiae,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,32848,8527.8 acres
577,Kolea,Myrsine linearifolia,Wherever found,Flowering Plants,Region 1,Threatened,Proposed,Federal Register (2003-02-27),,23917,
74,"honeycreeper, (Akohekohe) crested",Palmeria dolei,Wherever found,Birds,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,179587,108852.0 acres
1081,"Meadowfoam, Butte County",Limnanthes floccosa ssp. californica,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2006-02-10),Download,196069,16575.6 acres
418,"Snail, Newcomb's",Erinna newcombi,Wherever found,Snails,Region 1,Threatened,Final,Federal Register (2002-08-20),Download,-1,4411.8 acres
582,"Orcutt grass, hairy",Orcuttia pilosa,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2006-02-10),Download,41973,79503.2 acres
10076,"Monkeyflower, Vandenberg",Diplacus vandenbergensis,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2015-08-11),,-1271,
6220,Steelhead,Oncorhynchus (=Salmo) mykiss,Lower Columbia River DPS,Fishes,NOAA,Threatened,Final,Federal Register (2000-02-16),Download,161989,17209.2 miles
1083,No common name,Remya montgomeryi,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),,196322,
207,"Frog, mountain yellow-legged",Rana muscosa,Southern California DPS,Amphibians,Region 8,Endangered,Final,Federal Register (2006-09-14),Download,173454,7954.3 acres
458,"Grasshopper, Zayante band-winged",Trimerotropis infantilis,Wherever found,Insects,Region 8,Endangered,Final,Federal Register (2001-02-07),Download,658800,11151.5 acres
387,"Snail, Morro shoulderband (=Banded dune)",Helminthoglypta walkeriana,Wherever found,Snails,Region 8,Endangered,Final,Federal Register (2001-02-07),Download,77783,2557.3 acres
862,No common name,Vigna o-wahuensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,899036,15945.2 acres
1109,Mapele,Cyrtandra cyaneoides,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),Download,34134,5786.0 acres
145,"Gnatcatcher, coastal California",Polioptila californica californica,Wherever found,Birds,Region 8,Threatened,Final,Federal Register (2007-12-19),Download,-278,197271.2 acres
7363,"Ebonyshell, round",Fusconaia rotulata,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2012-10-10),Download,-1165,303.6 miles
9001,"Butterfly, Mount Charleston blue",Icaricia (Plebejus) shasta charlestonensis,Wherever found,Insects,Region 8,Endangered,Final,Federal Register (2015-06-30),Download,-1266,5270.3 acres
4238,No common name,Wikstroemia villosa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,27161,51661.0 acres
1200,Ihi`ihi,Marsilea villosa,Wherever found,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,18001,3849.0 acres
1263,"Lomatium, Cook's",Lomatium cookii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-07-21),Download,503533,6164.5 acres
580,"Grass, Colusa",Neostapfia colusana,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2006-02-10),Download,41958,152190.6 acres
769,Alani,Melicope mucronulata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196036,29951.8 acres
999,Ohai,Sesbania tomentosa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,505189,40461.9 acres
720,No common name,Gouania meyenii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,28546,10160.2 acres
6536,Kopiko,Psychotria hobdyi,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,35104,2549.4 acres
564,Aupaka,Isodendrion longifolium,Wherever found,Flowering Plants,Region 1,Threatened,Final,Federal Register (2012-09-18),Download,22200,25740.9 acres
4136,Akikiki,Oreomystis bairdi,Wherever found,Birds,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,179584,17261.3 acres
6901,"Cuckoo, yellow-billed",Coccyzus americanus,Western U.S. DPS,Birds,Region 8,Threatened,Proposed,Federal Register (2014-08-15),Download,177831,550563.1 acres
2154,Na`ena`e,Dubautia waialealae,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,38767,14384.1 acres
1070,No common name,Schiedea spergulina var. spergulina,Wherever found,Flowering Plants,Region 1,Threatened,Proposed,Federal Register (2003-02-27),,530260,
41,"Mouse, Alabama beach",Peromyscus polionotus ammobates,Wherever found,Mammals,Region 4,Endangered,Final,Federal Register (2007-01-30),Download,202367,865.7 acres
516,"Brodiaea, thread-leaved",Brodiaea filifolia,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2011-02-08),Download,42806,3211.9 acres
234,Woundfin,Plagopterus argentissimus,"Wherever found, except where listed as an experimental population",Fishes,Region 6,Endangered,Final,Federal Register (2000-01-26),Download,163600,2973.1 acres
1111,Ha`iwale,Cyrtandra tintinnabula,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,34250,6612.3 acres
10147,"skipperling, Poweshiek",Oarisma poweshiek,Wherever found,Insects,Region 3,Endangered,Final,Federal Register (2015-10-01),Download,706688,25933.8 acres
1237,"Fox, Santa Catalina Island",Urocyon littoralis catalinae,Wherever found,Mammals,Region 8,Threatened,Final,Federal Register (2005-11-09),0 Acres or Miles Designated,726904,0 Acres or Miles
830,No common name,Silene lanceolata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20148,8770.3 acres
6097,"Snake, black pine",Pituophis melanoleucus lodingi,Wherever found,Reptiles,Region 4,Threatened,Proposed,Federal Register (2015-03-11),,209395,
1182,Haha,Cyanea longiflora,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,507718,7747.3 acres
354,"Elktoe, Appalachian",Alasmidonta raveneliana,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2002-09-27),Download,79924,2738.4 acres
2778,Kamakahala,Labordia helleri,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,29934,24688.3 acres
6490,"Buckwheat, Umtanum Desert",Eriogonum codium,Wherever found,Flowering Plants,Region 1,Threatened,Final,Federal Register (2013-12-20),Download,565176,313.8 acres
4411,"Pearlshell, Alabama",Margaritifera marrianae,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2012-10-10),Download,80374,125.0 miles
1134,"oxytheca, Cushenbury",Oxytheca parishii var. goodmaniana,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-12-24),Download,529318,1302.5 acres
463,"Spider, Kauai cave wolf or pe'e pe'e maka 'ole",Adelocosa anops,Wherever found,Arachnids,Region 1,Endangered,Final,Federal Register (2003-04-09),Download,849993,232.0 acres
1175,Haha,Cyanea acuminata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34673,39203.3 acres
664,''Akoko,Euphorbia halemanui,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),,28160,
533,`Oha wai,Clermontia drepanomorpha,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,34634,4656.7 acres
534,"Bird's-beak, soft",Cordylanthus mollis ssp. mollis,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2007-04-12),Download,523891,2362.9 acres
511,"Milk-vetch, Ventura Marsh",Astragalus pycnostachyus var. lanosissimus,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2004-05-20),Download,192732,361.5 acres
523,"Paintbrush, ash-grey",Castilleja cinerea,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2007-12-26),Download,33058,1513.5 acres
252,"Sturgeon, Alabama",Scaphirhynchus suttkusi,Wherever found,Fishes,Region 4,Endangered,Final,Federal Register (2009-06-02),Download,201895,316.1 miles
6346,"Salamander, Austin blind",Eurycea waterlooensis,Wherever found,Amphibians,Region 2,Endangered,Final,Federal Register (2013-08-20),Download,668294,76.0 acres
1067,No common name,Schiedea helleri,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),Download,20208,2004.0 acres
5719,"Darter, Cumberland",Etheostoma susanae,Wherever found,Fishes,Region 4,Endangered,Final,Federal Register (2012-10-16),Download,-1008,49.1 miles
1178,Kamakahala,Labordia tinifolia var. wahiawaensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),,528655,
386,"Slabshell, Chipola",Elliptio chipolaensis,Wherever found,Clams,Region 4,Threatened,Final,Federal Register (2007-11-15),Download,79956,130.0 miles
951,"Ischaemum, Hilo",Ischaemum byrone,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,41800,4882.5 acres
1020,"Milk-vetch, Holmgren",Astragalus holmgreniorum,Wherever found,Flowering Plants,Region 6,Endangered,Final,Federal Register (2006-12-27),Download,25535,6193.6 acres
7367,No common name,Polyscias lydgatei,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,-1269,7747.3 acres
815,"Remya, Maui",Remya mauiensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38818,12536.2 acres
774,Alani,Melicope reflexa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196051,21998.2 acres
604,No common name,Schiedea membranacea,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),,20217,
833,"`Aiakeakua, popolo",Solanum sandwicense,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,30485,7747.3 acres
9957,No common name,Lysimachia pendens,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,836171,963.0 acres
918,Ha`iwale,Cyrtandra crenata,Wherever found,Flowering Plants,Region 1,Endangered,Not Prudent,Federal Register (2003-06-17),,34132,
733,No common name,Hesperomannia lydgatei,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),Download,38779,4297.2 acres
558,"Sunflower, Pecos (=puzzle, =paradox)",Helianthus paradoxus,Wherever found,Flowering Plants,Region 2,Threatened,Final,Federal Register (2008-04-01),Download,36670,1094.3 acres
554,"Butterfly plant, Colorado",Gaura neomexicana var. coloradensis,Wherever found,Flowering Plants,Region 6,Threatened,Final,Federal Register (2005-01-11),Download,27659,2842.4 acres
7886,No common name,Polyscias bisattenuata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,29402,7463.2 acres
7670,"Shiner, smalleye",Notropis buccula,Wherever found,Fishes,Region 2,Endangered,Final,Federal Register (2014-08-04),Download,163432,583.3 miles
3737,Hala pepe,Pleomele forbesii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,43189,10160.2 acres
4589,Ko`oko`olau,Bidens micrantha ssp. ctenophylla,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2018-08-21),,523687,
6019,Haha,Cyanea lanceolata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,507717,33692.4 acres
986,"Bluegrass, Mann's",Poa mannii,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),,41167,
721,No common name,Gouania vitifolia,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,28551,3003.8 acres
8336,"Thoroughwort, Cape Sable",Chromolaena frustrata,Wherever found,Flowering Plants,Region 4,Endangered,Final,Federal Register (2014-01-08),Download,37032,10231.4 acres
724,'Awiwi,Kadua cookiana,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),,846011,
788,"Panicgrass, Carter's",Panicum fauriei var. carteri,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-01-09),Download,196357,2.4 acres
688,Haha,Cyanea superba,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34750,7747.3 acres
132,"Plover, western snowy",Charadrius nivosus nivosus,"Pacific Coast population DPS-U.S.A. (CA, OR, WA), Mexico (within 50 miles of Pacific coast)",Birds,Region 8,Threatened,Final,Federal Register (2012-06-19),Download,824565,24871.3 acres
2085,Ha`iwale,Cyrtandra filipes,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34142,23361.8 acres
559,"Tarplant, Otay",Deinandra (=Hemizonia) conjugens,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2002-12-10),Download,780273,6490.1 acres
378,"Clubshell, southern",Pleurobema decisum,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80097,792.6 miles
9963,"aumakua, Palapalai",Dryopteris crinalis var. podosorus,Wherever found,Ferns and Allies,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,897629,14384.1 acres
662,`Akoko,Euphorbia celastroides var. kaenana,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,535318,9787.7 acres
131,"Plover, piping",Charadrius melodus,"[Atlantic Coast and Northern Great Plains populations] - Wherever found, except those areas where listed as endangered.",Birds,Region 5,Threatened,Final,Federal Register (2009-05-19),Download,176507,1387693.4 acres
964,Nehe,Lipochaeta waimeaensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),,38813,
537,Haha,Cyanea rivularis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),,192981,
506,"Sandwort, Bear Valley",Arenaria ursina,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2007-12-26),Download,20272,1214.7 acres
839,No common name,Stenogyne kanehoana,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,32847,7747.3 acres
968,No common name,Lysimachia filifolia,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,24004,5241.9 acres
316,"Darter, vermilion",Etheostoma chermocki,Wherever found,Fishes,Region 4,Endangered,Final,Federal Register (2010-12-07),Download,201984,11.0 miles
1247,"Springsnail, Koster's",Juturnia kosteri,Wherever found,Snails,Region 2,Endangered,Final,Federal Register (2011-06-07),Download,-637,61.0 acres
33,"Caribou, Woodland",Rangifer tarandus caribou,Selkirk Mountain population,Mammals,Region 1,Endangered,Final,Federal Register (2012-11-28),Download,202411,29578.9 acres
563,Aupaka,Isodendrion laurifolium,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,22199,9454.4 acres
142,"Owl, northern spotted",Strix occidentalis caurina,Wherever found,Birds,Region 1,Threatened,Final,Federal Register (2012-12-04),Download,177926,9562768.0 acres
6138,"Tryonia, Phantom",Tryonia cheatumi,Wherever found,Snails,Region 2,Endangered,Final,Federal Register (2013-07-09),Download,70601,19.2 acres
1066,No common name,Schiedea haleakalensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,20206,27818.6 acres
567,`Anaunau,Lepidium arbuscula,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,22983,1637.0 acres
1400,"Gladecress, Texas golden",Leavenworthia texana,Wherever found,Flowering Plants,Region 2,Endangered,Final,Federal Register (2013-09-11),Download,515727,1179.4 acres
5067,"Butterfly, Bartram's hairstreak",Strymon acis bartrami,Wherever found,Insects,Region 4,Endangered,Final,Federal Register (2014-08-12),,778794,
477,"Amphipod, Peck's cave",Stygobromus (=Stygonectes) pecki,Wherever found,Crustaceans,Region 2,Endangered,Final,Federal Register (2013-10-23),Download,93919,74.1 acres
7332,"Sunfish, spring pygmy",Elassoma alabamae,Wherever found,Fishes,Region 4,Threatened,Proposed,Federal Register (2018-11-05),,202001,
7229,No common name,Phyllostegia hispida,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196164,17464.7 acres
1021,"Milk-vetch, Peirson's",Astragalus magdalenae var. peirsonii,Wherever found,Flowering Plants,Region 8,Threatened,Final,Federal Register (2008-02-14),Download,192607,11869.2 acres
947,Koki`o ke`oke`o,Hibiscus arnottianus ssp. immaculatus,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,524140,8085.7 acres
9961,No common name,Polyscias flynnii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,822361,22143.7 acres
1248,"fly, Hawaiian picture-wing",Drosophila aglaia,Wherever found,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,146380,295.2 acres
849,No common name,Tetramolopium remyi,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,38832,3897.9 acres
471,"Meshweaver, Madla Cave",Cicurina madla,Wherever found,Arachnids,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,876193,1564.6 acres
1032,No common name,Cyperus pennatiformis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,39987,1033.5 acres
357,"Mucket, orangenacre",Lampsilis perovalis,Wherever found,Clams,Region 4,Threatened,Final,Federal Register (2004-07-01),Download,80020,618.6 miles
958,"Bladderpod, San Bernardino Mountains",Lesquerella kingii ssp. bernardina,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2002-12-24),Download,23196,1045.3 acres
1163,No common name,Phyllostegia mannii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196170,54110.7 acres
1129,No common name,Lysimachia maxima,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,195806,13227.9 acres
9958,No common name,Lysimachia scopulensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,836172,745.4 acres
4064,"sage-grouse, Gunnison",Centrocercus minimus,Wherever found,Birds,Region 6,Threatened,Final,Federal Register (2014-11-20),Download,677540,1426831.5 acres
1098,`Oha wai,Clermontia oblongifolia ssp. mauiensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196207,40689.1 acres
203,"Salamander, California tiger",Ambystoma californiense,U.S.A. (CA - Sonoma County),Amphibians,Region 8,Endangered,Final,Federal Register (2011-08-31),Download,173595,47267.5 acres
1740,"Frog, mountain yellow-legged",Rana muscosa,Northern California DPS,Amphibians,Region 8,Endangered,Final,Federal Register (2016-08-26),Download,173454,220547.3 acres
1132,Alani,Melicope adscendens,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196014,24508.5 acres
10226,haha,Cyanea mauiensis,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),0 Acres or Miles Designated,565112,0 Acres or Miles
288,"Sucker, Lost River",Deltistes luxatus,Wherever found,Fishes,Region 8,Endangered,Final,Federal Register (2012-12-11),Download,163970,117775.1 acres
406,"Cavesnail, Tumbling Creek",Antrobia culveri,Wherever found,Snails,Region 3,Endangered,Final,Federal Register (2011-06-28),Download,70671,37.3 acres
8083,"Butterfly, Florida leafwing",Anaea troglodyta floridalis,Wherever found,Insects,Region 4,Endangered,Final,Federal Register (2014-08-12),,779461,
2934,No common name,Phyllostegia bracteata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,196152,65241.1 acres
460,"Beetle, Helotes mold",Batrisodes venyivi,Wherever found,Insects,Region 2,Endangered,Final,Federal Register (2012-02-14),Download,691442,546.7 acres
3753,Alani,Melicope puberula,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,196048,19266.4 acres
779,No common name,Neraudia sericea,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,19180,47299.8 acres
2404,No common name,Schiedea attenuata,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,507732,745.4 acres
57,"Sheep, Sierra Nevada bighorn",Ovis canadensis sierrae,Sierra Nevada,Mammals,Region 8,Endangered,Final,Federal Register (2008-08-05),Download,898931,417684.8 acres
2860,Haha,Cyanea obtusa,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34727,14869.8 acres
1188,`Oha wai,Clermontia samuelii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34664,37219.4 acres
586,"Pentachaeta, Lyon's",Pentachaeta lyonii,Wherever found,Flowering Plants,Region 8,Endangered,Final,Federal Register (2006-11-14),Download,504234,2934.9 acres
1104,Haha,Cyanea procera,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,34732,14696.3 acres
10229,"bean, sea",Mucuna sloanei var. persericea,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,820993,16078.8 acres
6782,"Fescue, Guadalupe",Festuca ligulata,Wherever found,Flowering Plants,Region 2,Endangered,Final,Federal Register (2017-09-07),,40803,
2810,"Peppergrass, Slickspot",Lepidium papilliferum,,Flowering Plants,Region 1,Threatened,Proposed,Federal Register (2011-05-10),Download,503383,61293.2 acres
7220,"Phacelia, DeBeque",Phacelia submutica,Wherever found,Flowering Plants,Region 6,Threatened,Final,Federal Register (2012-08-13),Download,31601,24048.3 acres
745,"Koki`o, Cooke's",Kokia cookei,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,21975,612.9 acres
438,"Butterfly, bay checkerspot",Euphydryas editha bayensis,Wherever found,Insects,Region 8,Threatened,Final,Federal Register (2008-08-26),Download,201292,17759.1 acres
10224,haha,Cyanea magnicalyx,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,845368,7013.8 acres
738,Koki`o ke`oke`o,Hibiscus waimeae ssp. hannerae,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),,524148,
4296,"Horned lark, streaked",Eremophila alpestris strigata,Wherever found,Birds,Region 1,Threatened,Final,Federal Register (2013-10-03),Download,178412,4432.9 acres
1250,"picture-wing fly, Hawaiian",Drosophila montgomeryi,Wherever found,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-45,821.8 acres
560,Hau kuahiwi,Hibiscadelphus giffardianus,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,21971,292.4 acres
10517,"Frog, Sierra Nevada Yellow-legged",Rana sierrae,Wherever found,Amphibians,Region 8,Endangered,Final,Federal Register (2016-08-26),Download,775211,1089201.8 acres
1253,"picture-wing fly, Hawaiian",Drosophila neoclavisetae,Wherever found,Insects,Region 1,Endangered,Final,Federal Register (2008-12-04),Download,-689,137.2 acres
1069,No common name,Schiedea spergulina var. leiopoda,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),,530259,
845,No common name,Tetramolopium arenarium,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2002-12-18),,38823,
1783,"gartersnake, northern Mexican",Thamnophis eques megalops,Wherever found,Reptiles,Region 2,Threatened,Proposed,Federal Register (2013-07-10),Download,209125,407823.3 acres
1151,`Anunu,Sicyos albus,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-07-02),Download,505200,15548.9 acres
309,"Minnow, Rio Grande Silvery",Hybognathus amarus,"Wherever found, except where listed as an experimental population",Fishes,Region 2,Endangered,Final,Federal Register (2003-02-19),Download,163365,15113.3 acres
373,"Pocketbook, shinyrayed",Lampsilis subangulata,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2007-11-15),Download,80014,854.5 miles
7261,"Fly, Hawaiian picture-wing",Drosophila sharpi,Wherever found,Insects,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,146570,17261.3 acres
2448,Steelhead,Oncorhynchus (=Salmo) mykiss,Northern California DPS,Fishes,NOAA,Threatened,Final,Federal Register (2005-09-02),Download,161989,8211.6 miles
1707,"toad, Yosemite",Anaxyrus canorus,Wherever found,Amphibians,Region 8,Threatened,Final,Federal Register (2016-08-26),Download,773515,748697.2 acres
795,Makou,Peucedanum sandwicense,Wherever found,Flowering Plants,Region 1,Threatened,Final,Federal Register (2016-03-30),Download,504266,16470.1 acres
7048,"Pigtoe, Atlantic",Fusconaia masoni,Wherever found,Clams,Region 4,Proposed Threatened,Proposed,Federal Register (2018-10-11),Download,80049,495.0 miles
196,Guajon,Eleutherodactylus cooki,Wherever found,Amphibians,Region 4,Threatened,Final,Federal Register (2007-10-23),Download,173558,170.3 acres
955,Kamakahala,Labordia lydgatei,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),Download,29938,5307.0 acres
5658,Steelhead,Oncorhynchus (=Salmo) mykiss,Southern California DPS,Fishes,NOAA,Endangered,Final,Federal Register (2005-09-02),Download,161989,8211.6 miles
4201,Ha`iwale,Cyrtandra kaulantha,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,34179,31073.3 acres
1075,No common name,Schiedea viscosa,Wherever found,Flowering Plants,Region 1,Endangered,Proposed,Federal Register (2003-02-27),,20226,
7115,"Sea lion, Steller",Eumetopias jubatus,Western DPS,Mammals,NOAA,Endangered,Final,Federal Register (1999-03-23),Download,180625,111287603.1 acres
3472,Alani,Melicope christophersenii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,196018,5571.6 acres
1105,Haha,Cyanea recta,Wherever found,Flowering Plants,Region 1,Threatened,Final,Federal Register (2003-02-27),Download,34737,3838.3 acres
697,Koholapehu,Dubautia latifolia,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2003-02-27),Download,38742,5836.1 acres
4992,"Salmon, Chinook",Oncorhynchus (=Salmo) tshawytscha,California Coastal ESU,Fishes,NOAA,Threatened,Final,Federal Register (2005-09-02),Download,161980,2481.2 miles
1110,Ha`iwale,Cyrtandra limahuliensis,Wherever found,Flowering Plants,Region 1,Threatened,Final,Federal Register (2003-02-27),Download,501954,10812.6 acres
6679,Ha`iwale,Cyrtandra oenobarba,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2010-04-13),Download,34213,963.0 acres
1881,"Sunflower, whorled",Helianthus verticillatus,,Flowering Plants,Region 4,Endangered,Final,Federal Register (2014-08-26),Download,36692,1524.3 acres
379,"Kidneyshell, triangular",Ptychobranchus greenii,Wherever found,Clams,Region 4,Endangered,Final,Federal Register (2004-07-01),Download,80159,630.1 miles
545,"Love grass, Fosberg's",Eragrostis fosbergii,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2012-09-18),Download,40730,9454.4 acres
1108,Pu`uka`a,Cyperus trachysanthos,Wherever found,Flowering Plants,Region 1,Endangered,Final,Federal Register (2016-03-30),Download,39990,612.9 acres
122,"White-eye, bridled",Zosterops conspicillatus conspicillatus,Wherever found,Birds,Region 1,Endangered,Not Prudent,Federal Register (2002-10-15),,-1107,
